final_portfolio_value
35837.064478693894
27818.71893756784
24463.320311034593
16614.434706421736
19175.80570855075
20974.677219610247
26132.910977786814
28948.47273277789
25572.148037395058
29235.254888503325
25177.28919014023
29922.422706810656
27216.61218886137
17032.791677295078
25966.264299312654
17680.5569352489
39845.957527917104
21182.873170331764
17062.40959419311
27946.14757272171
23626.874664249488
19157.317242524412
16792.221523529526
28363.038218822727
21204.791272292303
21701.315128320904
29233.01511299304
21855.899247154153
24348.75878703725
27109.126697964555
31485.86231661554
41366.529610719284
19293.709302175073
38149.773982527535
39416.37772684039
21239.497903815638
24425.989057907485
27005.19859432329
20375.481324477787
20358.127822935665
25622.511360250122
25626.50695015408
27768.553334919154
25227.560228109247
34624.580029750934
26886.187102579115
28427.032134852554
26310.625580865377
19197.875226522046
14737.217619236351
24183.310777780913
24022.27647552565
25592.525048809053
21178.47229313056
25380.17782868845
27269.219530000795
25191.544292136805
15451.577461607623
20128.395359556187
17268.535569196418
20602.55115488586
27665.643094667474
30160.72343974461
19645.650929289324
31718.17371418245
39218.19796766665
31162.910304812904
19308.96302934812
20691.043724251598
16953.943271297532
37738.42718026922
30972.380133891762
22487.509290216192
22060.868981828615
28602.00812708343
29937.21236534223
25923.083987427824
17030.501076046818
18716.45936645719
33534.69868209175
19208.18966752838
23891.046884029125
24719.65921707617
28624.17661039627
10913.231210399166
23019.07025132256
21984.479803357404
23031.778195541436
26201.219020615325
30614.675962538615
23559.720641670116
25159.738344748173
30146.47244357813
21699.722877351574
35383.68209512432
26659.183705706986
34570.12249207008
25904.17510380478
27615.347460511563
23437.65017172622
27634.93691814965
22603.610133443846
23712.017969233835
37985.16691263203
25852.3155248873
23497.89592708199
13818.510380998341
16505.330859644786
23869.201293385693
22729.096344558653
37781.90841238527
27661.91806070035
23527.606185152556
22859.53926047076
20305.31249742963
26684.145206124922
27608.58190724169
20341.47122602647
22714.37216089727
27687.21052892241
33187.94933473013
16825.952666405658
27605.097872666523
21112.390533839323
18025.396208062743
25278.94352671064
27448.39607007427
18486.462903840922
21829.38839706725
21388.801709288648
20558.74605177119
25183.825494896
23440.582168518577
37791.40021436618
19981.787748133618
26141.35747476697
21583.48328523906
21988.991266010125
25191.952479512933
33196.01813028135
31170.64909826773
28474.40369459752
24214.701815672277
29436.26332130311
28040.961461906605
19955.607429175947
14203.588211927492
25063.569071527563
21693.705957746548
19975.36357121843
18275.826331893084
25761.407802992155
31142.709691296535
30165.79343295511
31264.86833056176
24118.732053100237
23431.21450385857
23204.545178645378
37075.35437769015
23743.176736092497
29802.761161069175
15598.663422823927
20140.59027170592
23933.358854252474
31395.820768821166
25302.99853625703
24193.346667637074
23137.18830359516
33948.36382606751
30522.451841193517
29452.373013321674
23127.352642884962
26591.44937399965
26148.280216200576
37424.631520204886
28178.556842275255
23208.283319447717
34170.77832741601
22107.595237159447
21052.024319254426
36534.614907606534
14726.595495840853
19486.871585046993
35628.474105683585
31243.57239963047
17990.428302697015
17153.468387525216
34980.281365502815
22645.176258271127
18072.067752877865
34676.50833790058
23143.784487400415
28021.514835272472
33174.419254502674
24804.03521532698
29029.858094236086
43413.62626605756
35794.267145879334
17219.207619884815
19993.143351128416
