Date,Closing,Volume,EMA_5,RSI,MACD,BB_upper,BB_lower,Price_Difference
2020-01-30,208.547119140625,48775500,215.32843028992443,38.85642020814674,1.33345780773746,225.5040761947296,207.21651554111023,
2020-01-31,200.9628753662109,31359900,210.53991198201996,32.71990845540812,-0.0012761499542932,226.9608364809103,204.9764498960428,-7.584243774414091
2020-02-03,203.2321929931641,15495600,208.10400565240133,30.38091823945496,-0.8659651534036357,227.59244279927768,203.89894666605437,2.269317626953182
2020-02-04,208.84571838378903,19628900,208.35124322953055,40.37540552819616,-1.08575690382375,227.71879019498263,203.4968973660525,5.613525390624943
2020-02-05,209.12440490722656,12538200,208.6089637887626,38.03642088258193,-1.2233537160573178,227.8216446683464,203.1004271700325,0.2786865234375284
2020-02-06,209.8609161376953,10567500,209.02628123840685,38.19710671714595,-1.2584631008062672,227.84747338969007,202.6396466664622,0.73651123046875
2020-02-07,211.3339691162109,12242500,209.79551053100823,39.64533216047109,-1.154120493980912,227.6285416351501,202.264376760846,1.4730529785155966
2020-02-10,212.06056213378903,11856400,210.5505277319352,41.16033321301645,-1.001256381886634,227.402266025957,201.99299917179687,0.726593017578125
2020-02-11,206.2180938720703,25030800,209.10638311198025,36.7074225655708,-1.3361465669996164,226.8595601994807,201.07061100413256,-5.842468261718722
2020-02-12,209.7713317871093,13813700,209.3280326703566,41.84191414858275,-1.2998489972474374,226.42716222380503,200.6769011917223,3.5532379150389772
2020-02-13,212.1401824951172,15396600,210.26541594527683,45.6927526119558,-1.0676294887144877,225.6617388080349,200.64508187067605,2.3688507080078978
2020-02-14,213.17529296875,10741700,211.23537495310129,49.35741815961865,-0.7909514942326155,224.76624100894935,200.785136859703,1.0351104736328125
2020-02-18,216.7783050537109,15609200,213.0830183199712,50.00917474894869,-0.2777475260322148,224.0648638179395,201.0545484135058,3.603012084960909
2020-02-19,216.4697723388672,12135100,214.21193632626984,44.17375185837479,0.1028882726675703,223.43017068522855,201.29609274250575,-0.3085327148437216
2020-02-20,213.5734405517578,13109200,213.9991044014325,56.56358108649331,0.1688882769772703,222.47342013987625,201.58200435963548,-2.896331787109375
2020-02-21,209.19406127929688,14092300,212.39742336072064,61.730479427479246,-0.1306791633408011,221.57052843440243,201.5313911212616,-4.3793792724609375
2020-02-24,199.7784423828125,23080100,208.1910963680846,45.9108736850282,-1.114997278827019,221.66730462830583,199.7206928082176,-9.415618896484375
2020-02-25,195.84698486328125,21433500,204.07639253315017,33.971511348083794,-2.187100706719576,222.4932980578332,197.0931918103309,-3.93145751953125
2020-02-26,196.2749481201172,16524500,201.4759110621392,34.21369740161184,-2.968004036212932,222.3737341297197,195.16341339225292,0.4279632568359375
2020-02-27,188.8599090576172,21682600,197.2705770606319,27.836119703331093,-4.137512563893296,221.90013370865316,192.30471858626876,-7.4150390625
2020-02-28,191.567138671875,32568900,195.36943093104625,29.66828313127263,-4.790681696820116,222.57235214237863,189.93450210566823,2.7072296142578125
2020-03-02,195.5185089111328,24949000,195.41912359107516,34.043733798671695,-4.932620209835449,222.84428721889583,189.1181303836432,3.9513702392578125
2020-03-03,185.0179901123047,27984100,191.95207909815167,31.236738217270656,-5.825261624670389,224.35254815368944,185.7884491607637,-10.500518798828125
2020-03-04,190.8604736328125,23062500,191.5882106097053,33.914659863627776,-5.9921727471966335,224.36783270142377,183.9746401379317,5.8424835205078125
2020-03-05,184.30137634277344,19333400,189.15926585406132,27.89628709224695,-6.577889533028582,224.82459382262505,181.03557616028516,-6.5590972900390625
2020-03-06,180.24050903320312,24559600,186.18634691377528,25.048990776139647,-7.285766577585946,225.2902815624616,177.60784770999933,-4.0608673095703125
2020-03-09,168.70489501953125,29949000,180.3591962823606,17.487871955089346,-8.677562342046798,226.7844315888215,171.85079027397146,-11.535614013671875
2020-03-10,177.35414123535156,24517800,179.35751126669095,26.22792199699097,-8.979142660609654,226.0272840406312,169.13729573231802,8.649246215820312
2020-03-11,169.44142150878906,20373900,176.052148014057,24.720629814007268,-9.744311234131317,226.49890668850963,164.98800584811147,-7.9127197265625
2020-03-12,153.74539184570312,43266300,168.6165626246057,21.883512008460286,-11.484860930280462,228.19500550636656,157.68931303611387,-15.696029663085938
2020-03-13,169.48123168945312,35028600,168.9047856462215,35.56250977983234,-11.462377189810042,226.33233028054764,155.28609318136645,15.73583984375
2020-03-16,145.32508850097656,39120400,161.04488659780654,29.81548898594841,-13.241122123965994,226.70609510329007,148.12730791184657,-24.156143188476562
2020-03-17,148.71908569335938,34255600,156.93628629632417,31.44033930494699,-14.213083511459727,224.37048385718063,143.6569972219209,3.3939971923828125
2020-03-18,146.27064514160156,37553100,153.38107257808332,32.70832187216723,-15.007936454377584,221.18461724656404,139.82295111281096,-2.4484405517578125
2020-03-19,152.41168212890625,39862300,153.05794242835765,34.53373225149684,-14.96977057927893,216.83429824524725,138.0570942718426,6.1410369873046875
2020-03-20,149.0276336669922,32568400,151.71450617456918,31.553594499787494,-15.039225448123204,212.79324862039496,136.08150113546444,-3.3840484619140625
2020-03-23,147.40528869628906,29830800,150.27810034847582,33.94512000521054,-15.051672303733936,210.04102704639604,133.59640734081097,-1.622344970703125
2020-03-24,160.22486877441406,30440400,153.59368982378857,37.658379928893545,-13.867250519946252,206.8389315200088,133.23629125831155,12.819580078125
2020-03-25,155.47726440429688,35184300,154.22154801729135,38.21615531229528,-13.159979664510018,203.16195795828884,132.83349644844947,-4.7476043701171875
2020-03-26,162.57379150390625,26556800,157.00562917949634,42.9524357005917,-11.889774072794722,200.5037680191965,132.86307463217065,7.096527099609375
2020-03-27,156.0545196533203,24879900,156.68859267077102,44.74315250681728,-11.279158624941516,196.90727111412,132.90830963539167,-6.5192718505859375
2020-03-30,165.1715545654297,22515200,159.51624663565724,44.957147011407336,-9.94493395201141,191.9740181635452,134.80686715139626,9.117034912109375
2020-03-31,166.01756286621094,23676300,161.6833520458418,48.494661888284064,-8.71878080874734,189.20233014960357,135.67851244072847,0.84600830078125
2020-04-01,158.85134887695312,19507600,160.73935098954558,52.426921961125615,-8.230423982726279,184.03661521866093,137.64331489608514,-7.1662139892578125
2020-04-02,157.4479522705078,20886300,159.64221808319968,43.37824064954307,-7.8659660963837155,179.91871893353883,139.07586877398072,-1.4033966064453125
2020-04-03,153.45675659179688,25983300,157.58039758606543,55.75109444293001,-7.809167509130646,176.22961917661397,140.08659328676495,-3.9911956787109375
2020-04-06,164.7734375,28453600,159.97807755737696,60.21017389954196,-6.772918657390477,175.63106134336783,140.29200536805797,11.316680908203125
2020-04-07,168.0380401611328,31411900,162.66473175862893,63.701293612156086,-5.623434374285552,173.4174533062117,141.57400329779222,3.2646026611328125
2020-04-08,173.4624481201172,21664200,166.2639705457917,63.3708431003913,-4.226040248352319,174.33889125579717,141.05466800933957,5.424407958984375
2020-04-09,174.36819458007812,23534300,168.9653785572205,66.6188065457755,-3.0108025090248134,176.83065022840702,140.62518931016717,0.9057464599609375
2020-04-13,173.97007751464844,19355400,170.63361154302982,67.70599034960216,-2.056140655693952,177.71570373632147,140.18902038477228,-0.3981170654296875
2020-04-14,177.334228515625,21011800,172.8671505338949,63.04843617155227,-1.0163890878418158,179.87425729901727,141.23138082354134,3.3641510009765625
2020-04-15,176.1398468017578,17423000,173.9580492898492,66.66129394628936,-0.2854644453277899,181.5979579941749,142.24975623922356,-1.1943817138671875
2020-04-16,175.42324829101562,23593200,174.4464489569047,61.549490567321264,0.2332859141362746,182.48398349447243,144.27899105386743,-0.7165985107421875
2020-04-17,178.39920043945312,20974800,175.76403278442086,71.45041804249067,0.8744536216927656,184.17298303965504,145.18874333973952,2.9759521484375
2020-04-20,177.40390014648438,16110700,176.31065523844205,63.9121695799202,1.2874305359039795,184.9135540742826,147.28579895306115,-0.99530029296875
2020-04-21,169.99879455566406,24850500,174.2067016775161,53.94010872848082,1.0055957003527,183.90911646104277,150.54958715223853,-7.4051055908203125
2020-04-22,181.4249420166016,33242000,176.6127817905446,70.6031927655975,1.6848126984388614,185.77016570521897,150.808545232281,11.426147460937528
2020-04-23,184.2615966796875,21426600,179.16238675359224,73.84917221504575,2.4240484655224463,187.5051674206001,151.95197674443898,2.836654663085909
2020-04-24,189.17840576171875,28792000,182.5010597563011,81.2576473321459,3.36782138968988,190.48612887653368,151.63147671428663,4.91680908203125
2020-04-27,186.62046813964844,29197800,183.87419588408355,72.57768413031967,3.864812885898744,191.85295656814804,153.32124387130506,-2.5579376220703125
2020-04-28,182.052001953125,21731000,183.26679790709736,64.10258930098732,3.845714187013243,192.80782792663643,154.05441725158624,-4.5684661865234375
2020-04-29,193.2790679931641,45954500,186.60422126911965,67.85653198551353,4.682531423991975,195.74647423056535,153.8419214603526,11.227066040039091
2020-04-30,203.74972534179688,46230100,192.3193892933454,72.5826442016299,6.120061396171195,200.2937478364792,153.78448550092315,10.470657348632784
2020-05-01,201.32118225097656,30415600,195.31998694588916,70.38578364762822,6.982857094808281,202.97816822260987,155.48738811283934,-2.4285430908203125
2020-05-04,204.297119140625,19250700,198.31236434413444,70.2134084960741,7.816656586706102,204.77519736259308,158.77439522773898,2.9759368896484375
