Date,Closing,Volume,EMA_5,RSI,MACD,BB_upper,BB_lower,Price_Difference
2020-01-30,42.72066879272461,435085500,39.42659747796515,82.01566238901408,2.6399392135439257,42.04525919489657,27.629873747303133,
2020-01-31,43.37133407592773,235789500,40.74150967728601,83.72583878705721,2.930906613538064,43.124407620083424,28.01945872818317,0.6506652832031179
2020-02-03,52.0,705975000,44.49433978485735,87.70467252987147,3.8137985064675695,46.7385925652283,26.65187374336544,8.628665924072273
2020-02-04,59.137332916259766,914082000,49.37533749532482,90.3779403337088,5.031420723518906,51.890201301195695,24.40373161353819,7.137332916259766
2020-02-05,48.97999954223633,726357000,49.24355817762866,69.12326519374207,5.117788507913168,53.18612685404688,24.878739402667,-10.157333374023438
2020-02-06,49.93066787719727,598212000,49.472594744151536,70.49240182972383,5.202969989553274,54.52041174997742,25.256587914329224,0.9506683349609446
2020-02-07,49.87133407592773,255952500,49.60550785474361,70.7510070281302,5.205681331596772,55.57419276597243,25.98100704787035,-0.05933380126954546
2020-02-10,51.41866683959961,370338000,50.20989418302894,70.04508308912217,5.271915551307281,56.65699376950002,26.852406026032213,1.547332763671882
2020-02-11,51.62533187866211,175462500,50.68170674824,68.97605409563941,5.280215748768562,57.75366819432898,27.41919824549035,0.2066650390625
2020-02-12,51.15266799926758,180337500,50.83869383191586,67.92678288267739,5.18883997293873,58.63205794159443,28.06994210418194,-0.47266387939453125
2020-02-13,53.59999847412109,394339500,51.75912871265094,70.85411316113577,5.25334582778472,59.650836613274734,28.954496714972336,2.4473304748535085
2020-02-14,53.33533477783203,235405500,52.28453073437797,71.20551758439223,5.222904640535191,60.34267301478995,30.17292718967782,-0.2646636962890554
2020-02-18,57.22666549682617,245725500,53.93190898852738,73.50352206898714,5.449953971236255,61.43498033893157,31.39995313274812,3.8913307189941406
2020-02-19,61.16133117675781,381345000,56.3417163846042,75.29359209842076,5.879610350426944,63.274842645928096,32.028223989203745,3.9346656799316406
2020-02-20,59.96066665649414,264523500,57.54803314190085,70.7464278054599,6.053452106291189,64.5992251950373,32.90284122647148,-1.2006645202636719
2020-02-21,60.06666564941406,214722000,58.38757731107192,70.35785151960769,6.129123463098203,65.63911172989249,34.05495450851083,0.10599899291992188
2020-02-24,55.58599853515625,227883000,57.453717719100034,54.86479157502522,5.761130443355512,65.63129575008998,35.85590365176549,-4.4806671142578125
2020-02-25,53.32733154296875,259357500,56.078255660389615,40.91562319534545,5.226984352233259,65.0296065278526,38.07019281907124,-2.2586669921875
2020-02-26,51.91999816894531,211282500,54.69216982990818,56.328569995091215,4.636661141577385,64.07951531332644,40.43295073586789,-1.4073333740234375
2020-02-27,45.26666641235352,364158000,51.55033535738997,41.93934174015914,3.590567646759027,63.12443037238029,42.0414357164869,-6.65333175659179
2020-02-28,44.53266525268555,363343500,49.21111198915517,40.98359768561613,2.67150777743484,62.8840890859685,42.46297664889478,-0.7340011596679759
2020-03-02,49.574668884277344,302925000,49.33229762086256,47.21450350773653,2.323213209089204,62.34612635554926,43.62127286014898,5.042003631591797
2020-03-03,49.70066833496094,386760000,49.45508785889536,47.08554952120637,2.0339087232992696,62.337881794139896,43.39958425505444,0.12599945068359375
2020-03-04,49.96666717529297,225735000,49.62561429769456,48.19276926344636,1.805286498353027,61.48102380014295,43.33937567495471,0.26599884033203125
2020-03-05,48.30266571044922,162790500,49.18463143527946,41.73049639984109,1.4728525984406176,61.50594832495728,43.24671776696167,-1.66400146484375
2020-03-06,46.89866638183594,189943500,48.42264308413162,40.29706384130772,1.08361409681428,61.62211008834023,42.82735585404259,-1.4039993286132812
2020-03-09,40.53333282470703,256105500,45.79287299765676,26.58237358526148,0.2585303819022897,62.48179767913808,41.033868138122656,-6.365333557128906
2020-03-10,43.02199935913086,233916000,44.86924845148146,23.477924080348032,-0.1923228379396988,62.7530477728708,39.92295129634307,2.488666534423828
2020-03-11,42.28200149536133,199837500,44.00683279944142,23.798516230216123,-0.6023948729549033,62.98002438587389,38.7616416450099,-0.7399978637695312
2020-03-12,37.369998931884766,283636500,41.7945548435892,20.55593303545139,-1.3086521433671692,63.70905540110359,36.65434372304191,-4.9120025634765625
2020-03-13,36.44133377075195,339604500,40.01014781931012,22.64266383818708,-1.9211557482151065,64.06069692846248,34.58683572534611,-0.9286651611328125
2020-03-16,29.67133331298828,307342500,36.56387631720284,20.056710559632904,-2.9192009936786434,65.14655609966078,31.134576407663435,-6.770000457763672
2020-03-17,28.68000030517578,359919000,33.93591764652716,20.270181903430284,-3.74695872230118,65.23280075902002,28.19366522913916,-0.9913330078125
2020-03-18,24.08133316040039,356793000,30.65105615115157,21.394882732374,-4.719631715280393,64.66798921028058,25.05047697624287,-4.598667144775391
2020-03-19,28.50933265686035,452932500,29.937148319721167,30.32723999371472,-5.074681744645865,63.041180962650415,23.532151823909647,4.427999496459961
2020-03-20,28.50200080871582,424282500,29.45876581605272,20.47818714966361,-5.295608590358029,60.85246108343782,22.56440521905242,-0.00733184814453125
2020-03-23,28.952667236328125,246817500,29.290066289477856,21.195064774725807,-5.372400009834578,59.158065248108095,21.595467924499324,0.4506664276123047
2020-03-24,33.66666793823242,343428000,30.74893350572938,29.85797646752701,-4.995294655599231,57.361440161680136,21.42602665045365,4.714000701904297
2020-03-25,35.95000076293945,318340500,32.48262259146607,34.965841640745225,-4.460769099676391,55.61338331159706,21.577083759936144,2.2833328247070312
2020-03-26,35.21066665649414,260710500,33.39197061314209,35.54085681189743,-4.050124514784606,54.87321123081071,21.311655865136554,-0.7393341064453125
2020-03-27,34.29066848754883,215661000,33.69153657127767,41.07476696169889,-3.7556293291039538,54.15746305025387,21.003204369179723,-0.9199981689453125
2020-03-30,33.47533416748047,179971500,33.619469103345274,35.665092802248125,-3.5471412025607023,52.43848689980916,21.112247047944745,-0.8153343200683594
