PortfolioValue
10000.0
10063.4302444458
9770.298501968387
9522.580839157106
9200.991264343262
9247.609085083008
10516.53952026367
10351.86779022217
10446.389808654785
10319.95319366455
10090.149353027344
10363.42943572998
10618.96520233154
10408.025428771965
10083.940420150753
10088.402528762814
9777.938405990597
9581.659179687496
9582.075155258173
9582.075155258173
9672.374486923212
10017.874668121334
10035.988086700436
10030.414661407467
10337.168338775631
10337.168338775631
10482.982673645016
10344.640174865719
10257.356555938717
10250.156528472897
10566.206752777098
10749.956752777098
10749.956752777098
10681.84065055847
10563.580518722534
10181.197397232054
10156.357034683224
10126.65686988831
10249.776803970337
10249.083826065063
10249.083826065063
10264.995040893555
10264.995040893555
10258.504787445068
10258.504787445068
10048.349575042725
10048.349575042725
10003.823818206787
10003.823818206787
10125.724266052246
10544.324424743652
10544.324424743652
10544.779949188232
10544.779949188232
10499.523139953613
10421.572805404665
10421.572805404665
10486.948402404787
10481.09630584717
10542.403343200685
10609.562156677248
10547.976329803469
10534.042980194094
10751.843608856201
10938.374752044678
11150.37487411499
10971.774730682373
10956.384191513062
10831.725616455078
10877.48567199707
13525.11752319336
13525.11752319336
13688.283740997314
13715.983631134033
13751.88374710083
13686.669429779053
13723.069423675537
13723.069423675537
13419.568866729736
14026.678470611574
14589.53807449341
14909.908542633057
14909.908542633057
15027.84684753418
14976.225997924807
15245.34684753418
16052.127059936523
16052.127059936523
16335.558311462402
16335.5583114624
15854.480052947998
15922.862678527832
15922.862678527832
15846.29503250122
16106.764362335205
17207.815479278564
17370.075702667236
17007.735553741455
16879.024585723877
16585.004138946533
16596.435306549072
16735.122734069824
17095.632957458496
17307.91362762451
17856.91362762451
18038.505546569824
17910.79281616211
16180.831848144531
16180.831848144531
16276.15746307373
16276.15746307373
16334.07933807373
16334.07933807373
16781.1883392334
16781.1883392334
16685.74409866333
15983.398120880127
16072.15396118164
16072.15396118164
16211.05009841919
15980.006084442139
15332.589572906496
15332.589572906496
15189.39424133301
15189.39424133301
15002.781654357912
15002.781654357912
14825.891666412355
14812.578983306887
16066.352413177494
15622.33584213257
15622.33584213257
15312.692863464357
15258.907604217531
15529.184791564945
16173.951942443848
16173.951942443848
16243.460243225098
16267.136924743652
16267.136924743652
16011.26399230957
15984.174453735353
15795.804107666016
17375.84326171875
16991.544799804688
16991.544799804688
17141.92295074463
17039.623329162598
17039.623329162598
17014.683124542236
16584.467670440674
16105.663440704346
16338.014179229736
16577.80434036255
16455.9503364563
16674.19234085083
16917.513050079346
17078.159717559814
17580.862812042236
17085.208850860596
17290.524951934814
17290.524951934814
17612.100036621094
17612.100036621094
17699.25329208374
18035.770931243896
18082.77624130249
17900.833278656006
17900.833278656006
17778.999305725098
17778.999305725098
17518.938194274902
17259.159965515137
17836.924430847168
18122.311336517334
17340.812751770023
16738.099910736084
16810.27657699585
16005.136379241945
16287.01603317261
16287.01603317261
16580.838947296146
17085.23692703247
17320.730449676514
17419.2140083313
17419.2140083313
17236.16132736206
17236.16132736206
17289.132999420166
17289.132999420166
17265.309051513672
17172.809051513672
17224.639541625977
17319.53976440429
17728.339096069336
17218.06980895996
17218.06980895996
17239.041984558105
17345.44197845459
17164.84185028076
16880.6420211792
16793.137020111084
16564.382606506348
16785.24217224121
16784.179569244385
17075.84588241577
17384.43377304077
17355.733837127686
17682.57261276245
17827.33597946167
17827.33597946167
17974.771892547607
17960.571910858154
17866.342082977295
17305.870769500732
17379.470775604248
17246.19031906128
17522.949779510498
17851.390941619873
17289.710277557373
16970.1104850769
16966.03065109253
16288.070568084717
16253.139122009277
16254.237701416016
17298.481689453125
17591.970443725582
17992.328620910648
17992.328620910648
17952.671745300297
17952.671745300297
17836.80438613892
17836.80438613892
18133.99237442017
18093.31238174439
18097.392337799076
18081.67236709595
18081.67236709595
18071.200736999515
18823.840019226078
18888.5203781128
18467.12007904053
18620.980796813972
18527.881095886227
17856.580497741696
18252.501335144043
18495.540916442875
18495.540916442875
18803.94631958008
18803.94631958008
18517.422637939457
18517.422637939457
18595.8498916626
18588.8498916626
18019.36966705323
18108.332069396973
18373.33570098877
