0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
10000.0,10000.0,9999.999999999998,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.000000000002,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9999.999999999998,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9999.999999999998,10000.0,9999.999999999998,10000.0,10000.000000000002,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9939.46953828777,10006.147072048654,9971.799928725326,10000.0,9992.444572902607,9968.009835829245,9993.501505815166,9990.842211154308,10007.614019222403,10049.180637780391,9963.771800546,9931.6418162302,10005.216444465685,9947.221133659741,9988.615054691745,9976.491432993836,10037.678026625881,9947.449944097974,9998.197947825773,9988.048631772455,10003.1097728797,10014.827276855032,9977.676820943272,9984.07013430738,9955.135347308526,9978.773317944884,9988.884545665136,10003.243967715734,9985.390918856785,9987.221454585366,9994.624826916392,9965.145722356025,10016.620134565503,9968.398980889635,9991.339144894386,9949.092152109002,9982.412227238035,9933.727023668258,9981.605078561428,9987.12402254415,10029.281009532508,9986.512497432388,9977.623953060796,10023.443800204817,10022.607445669055,9993.185682404792,9996.082926552735,9984.976823449877,9966.382917843683,10019.588847624982
10058.985614157438,10424.502598119865,10166.62869305442,10312.244728711768,10517.271758473637,10113.010812066377,10218.21358547243,10111.804251067022,10321.378262883682,10360.222299591529,10046.71921395084,10020.257239444234,10147.795493719308,9947.221133659743,10184.582258892315,10204.729030361794,10167.969571329362,10229.01264169666,10148.495214700617,10390.850118975133,10297.687929155254,10244.822924102567,10147.263068682578,10297.096217081455,10040.694507365468,10916.462864788917,10124.749553846013,10190.905009910257,10161.689875126844,10248.453788720057,10202.419403509135,10133.449043685348,10156.003644329354,10154.422472638194,10102.454348565283,10148.457277904354,10160.649708227636,10904.142474119792,10117.495869389,10090.238040976412,10176.723657828636,10231.197536013009,10135.701501991984,10180.965492875332,10236.7334301967,10091.74995974208,10717.498138324241,10227.624864809393,10086.222610733406,10240.523100152897
9944.007618321804,10477.39795585036,10054.016779695867,10359.147950476043,10777.612879864255,10113.010812066375,10032.777532083732,10018.476679497582,10128.861905755388,10172.571636925204,9983.156388140436,9876.778395157615,10077.036145955239,9782.275843271145,10055.143413555445,10107.325343733643,10072.135037746997,10306.224512684654,10071.120619808506,10292.002428286138,10400.552708243937,10121.241868323534,10042.418643016295,10160.567854821413,9889.420955507077,10771.528453310291,10013.154615425183,10064.198373689673,10139.096111799285,10107.907253941004,10143.751609427636,9996.3719724927,10062.452713913179,10041.920137811272,9937.477334681495,10018.043118937703,10089.614326564139,11175.468311676641,10020.147917135213,10009.7383856174,10046.965135840957,10053.245997818092,10028.718341905023,10060.374037016658,10098.504670081717,9903.516674436985,10853.145320166575,10365.694196040493,9999.221797162727,10121.113490984397
9944.711801227133,10373.015945163726,10133.753963130246,10319.310490770173,10731.423312101975,10118.463618421918,9819.129563450437,10028.059402975734,10160.772454566366,9969.411337712037,10013.37784100266,9879.706954869001,10137.183105213666,9673.433575979438,10120.263654782811,10077.124042376421,10089.603428795082,10368.55970205007,10010.469779897086,10355.206477074746,10377.956696252571,9886.296867476909,9997.495464818676,10169.038871167828,9920.348191322199,10695.737139465102,10008.953092111911,10142.859247291857,10100.548604809055,9946.037591896784,10127.095540638127,9910.251078663803,10091.369355387627,10086.057853547505,9909.44886448747,9984.09189168529,10001.993263117589,10772.011403673741,10032.450597596588,9955.263083068054,9969.59741480431,9985.631833524138,10052.134391070826,10156.357902595111,10055.22555336489,9883.663692002778,10524.853889189686,10092.22405570855,10063.979872581061,10102.153670169548
10012.520803795793,10290.280966123948,10230.453808217153,10435.040503376511,10819.022152619418,10183.521814287596,9822.276208441186,10083.022505094752,10329.325680619979,9913.778300950755,10098.650831852845,9962.5312649768,10039.232800167352,9775.618707657235,10210.849571988027,10163.541893328338,10179.70738658422,10498.442368407996,10169.942033053103,10423.404978224964,10429.383822484184,9826.740164825691,10087.024674606651,10259.494787384883,10039.604096959007,10763.505135992087,10109.032128316185,10196.580817192862,10201.552954773566,9849.934226098118,10203.999176881256,10013.80219372444,10231.226701722146,10111.287061511866,10022.441216066703,10108.34550713923,10037.509882626384,10667.927084390847,10074.246154187804,10102.771098156607,10106.00581955075,10121.359507160521,10155.275524399436,10184.83243075946,10181.183212213415,9884.794222312066,10451.496098659813,10049.419928579659,10163.581732389881,10183.494660768656
10046.937499225538,10243.847870030724,10197.4546037591,10459.640183455089,10876.688535511268,10172.99117786934,9829.318215553747,10158.706464379356,10371.001997312671,9880.575536888071,10150.53912081633,9997.459368345411,9980.77541015536,9800.260782894073,10242.684715173558,10368.42480986018,10301.34470570285,10614.670353350417,10312.328913072695,10586.96238929053,10499.752277771677,9881.737574523635,10020.805494802498,10337.26652007888,10013.01824149814,10748.249664001816,10096.264091566412,10238.053795286125,10298.302769048596,9849.853132965472,10280.013772820384,10025.002722892928,10160.825008848982,10132.779174645559,9984.776963300726,10211.929799089437,10115.01452017279,10759.648009224813,10052.689241796063,10127.362730444886,10106.00581955075,10138.406889152819,10282.676575952128,10201.824351801875,10125.548320117736,9882.886716313285,10400.672437560992,10007.15664519942,10154.542584520093,10311.518833967217
10038.116111158974,10205.095137999804,10526.869801429137,10421.052685083625,10876.688535511268,10151.097341046876,10359.85929389821,10237.215707425545,10660.940909135448,9904.812336107341,10364.36674987445,9955.238444343837,10698.296410432891,9766.159852431909,10187.77618771658,10387.43096243423,10462.04438479145,10665.680358995474,10339.627660918455,10593.418063518948,10462.82905946031,9846.256777418055,10171.744935504958,10281.044295064592,10375.346494551053,11520.94462338345,10146.722313933686,10387.831661354136,10245.007648896031,9836.308131025058,10247.637671846636,10005.569990324711,10308.999008364042,10163.385594588723,9983.020749730524,10232.828126861474,10577.946615331406,10833.752982309321,10213.518301421162,10079.248757476846,10245.490445628027,10703.651660115602,10273.967058858248,10169.67671300198,10110.69863217158,9864.839947738947,11056.621878984983,10025.624688891896,10228.396468696636,10300.883045093924
9989.883996542356,10389.081509227082,10538.371353450144,10490.441471843966,10870.79469944793,10265.786956521866,10386.77613790548,10330.832439581756,10789.853128882989,9873.405615342243,10742.07255898648,9947.680226600074,10683.05239531914,9789.277243022747,10163.330114841576,10398.923873415135,10502.24023825487,10734.167890449333,10485.547347074926,10641.966361089198,10473.105683967262,9798.946527150561,10157.808360714227,10302.106319885297,10618.022363119419,11570.14083889973,10177.616745375442,10576.582546192456,10332.293053038064,9848.505237394453,10254.138937500278,10033.727217849097,10284.873260761775,10330.88741863129,9999.686399584514,10221.65665211702,10577.946615331406,10829.911925202658,10473.821636491062,10150.852066802288,10391.7252681662,11015.61187052792,10360.2885994806,10164.165990950145,10205.753406650514,9855.198813688276,11046.81597823008,10037.600234403357,10513.694084976225,10337.650702044635
