final_portfolio_value
15280.772122894421
15179.441788966866
15920.881990805055
15298.926815000523
14993.454959559342
15447.377896262202
15446.967457567907
15279.72767360022
15859.529351943722
16077.208763737
15499.639987555964
15590.230312284986
16471.755840480735
16003.789474980662
15716.199788615246
15516.611693063576
15691.607814302957
16097.188445422942
15411.423602762674
15792.432076856483
15773.316413779929
15689.169177849464
15788.052062077046
15875.344270300655
15606.920853671003
16103.749765287987
15125.546148077397
15935.546567057629
15594.028861746296
15593.971677637048
15057.433137401367
15703.347279517471
15694.193684953812
15117.215763084228
15632.439851073188
15925.727812329631
15756.31961449137
14768.935977281304
15520.92773282768
15441.479622955001
16183.112909061809
15511.8952420932
15779.640574421508
15759.690191066617
15837.604364011397
15980.649619519016
15590.89665852609
15371.214891882759
15505.370968197985
15463.59663907083
15289.640833884732
16637.91849136241
15467.279256723816
15989.052776103848
15472.539725365441
15313.889549395273
15794.620337839595
16311.177986507035
16060.157448182208
15782.043771309083
16091.558432396962
15760.49557208881
15114.661436805363
15571.215617569605
16001.450222595775
15697.141947330972
15329.776530039253
15604.690923418033
15485.838185125012
15191.210741939156
15647.097050397892
15834.404446425357
14900.149913244242
15322.134004539534
16052.97842481544
15965.216837553844
15295.063254193112
15562.173736247816
15822.095957330415
14499.96286082026
15767.236895884047
15412.924750607908
15269.367766440822
15456.64473487111
15525.647017858588
15694.386481874779
15861.88969952623
15789.050220009287
15266.797205193034
15757.074226524719
14858.819501113901
16208.926766399354
15966.13171004616
15446.096533224272
15086.455526664136
15728.920493942249
15728.673137413354
15512.488950407766
15594.297645084353
15869.543347434166
15408.823547389762
15568.491674426386
16086.070991184242
15317.999986816027
15742.907404030362
15494.742775660114
15531.248690713395
15289.181243995261
16166.207022441497
15289.445423362744
15535.768621689003
15181.464193896823
16034.23764963626
15658.558733147933
15796.578765496515
15199.76010842894
15351.847598164084
15728.523346940414
15325.00416522726
16051.239007073107
15605.44379911332
14865.396876748411
16180.181218163922
15974.562914705319
15595.70894818378
15697.428868006971
15728.755686685312
15846.53599346633
15612.805356899666
15412.54488777757
15378.383420702823
15389.087617231178
15225.92039510755
15608.283954584098
15785.789308116078
15307.933658294078
16131.478369231188
15043.144141471008
15307.579273154386
16036.567533176585
15442.028713799768
15484.935242259402
15296.788186573875
16090.195363810402
15252.689705657274
15846.081799112902
15795.08684612918
15389.589589575457
15793.326656503743
15772.058070735922
15915.833875227425
15352.531910783197
15926.697908105196
16275.613894916734
15737.483113244214
15318.144745840096
15635.185261292132
15726.706181259335
15863.672718720632
15232.763489207233
16136.090223333234
15399.260997309077
15275.655732452871
15303.652202324134
15418.85345940423
15112.783109743541
15926.645410157358
15625.708653650376
15768.167085827055
15879.090400674506
15158.60723090909
16808.66693593806
15410.096698308786
15513.794411751434
15234.697962283453
15791.702203106444
15692.491869285455
15764.735537473654
15611.801532980598
14965.995925298106
15622.900459188924
15526.56507947808
15851.043380887219
15678.144897176968
15239.007567413068
15752.58650139868
15975.411010292037
15683.988724250321
15525.088179580507
15141.14858356999
15609.646850365752
15334.409310064128
15940.672980700958
15686.142667905999
15667.859050614421
15827.703134875304
15215.717398794091
16121.881045835322
16078.192569063189
15783.875715582306
