Date,Closing,Volume
2020-01-02,68.1083755493164,27278000
2020-01-03,67.7520751953125,23408000
2020-01-06,69.55794525146484,46768000
2020-01-07,69.423583984375,34330000
2020-01-08,69.917724609375,35314000
2020-01-09,70.65172576904297,33200000
2020-01-10,71.1080322265625,26258000
2020-01-13,71.6589126586914,30730000
2020-01-14,71.18915557861328,26076000
2020-01-15,71.61759948730469,21550000
2020-01-16,72.16299438476562,26080000
2020-01-17,73.62400817871094,52424000
2020-01-21,73.75985717773438,48930000
2020-01-22,73.84046173095703,28458000
2020-01-23,73.88127136230469,26650000
2020-01-24,72.95967864990234,29786000
2020-01-27,71.24588012695312,34132000
2020-01-28,72.17991638183594,29724000
2020-01-29,72.48843383789062,21566000
2020-01-30,72.36651611328125,27110000
2020-01-31,71.2981185913086,43822000
2020-02-03,73.77727508544922,71636000
2020-02-04,71.92662811279297,95880000
2020-02-05,71.9584732055664,36376000
2020-02-06,73.4473648071289,37822000
2020-02-07,73.60359954833984,28360000
2020-02-10,75.07408142089844,38302000
2020-02-11,75.14374542236328,34852000
2020-02-12,75.57020568847656,31042000
2020-02-13,75.3094482421875,22914000
2020-02-14,75.57518005371094,23198000
2020-02-18,75.61051177978516,25642000
2020-02-19,75.8807144165039,22746000
2020-02-20,75.48859405517578,25962000
2020-02-21,73.82006072998047,42520000
2020-02-24,70.65519714355469,49560000
2020-02-25,68.9861831665039,51580000
2020-02-26,69.19269561767578,49776000
2020-02-27,65.43466186523438,62290000
2020-02-28,66.64387512207031,80198000
2020-03-02,68.9861831665039,55430000
2020-03-03,66.5677490234375,56602000
2020-03-04,68.75130462646484,47598000
2020-03-05,65.42520904541016,54380000
2020-03-06,64.47872924804688,64640000
2020-03-09,60.50025177001953,69252000
2020-03-10,63.45512390136719,54872000
2020-03-11,60.25691604614258,54732000
2020-03-12,55.31304931640625,94326000
2020-03-13,60.42461013793945,79400000
2020-03-16,53.39472198486328,96520000
2020-03-17,55.63700485229492,83194000
2020-03-18,54.29990005493164,93044000
2020-03-19,55.31902313232422,74064000
2020-03-20,53.15635681152344,82878000
2020-03-23,52.455711364746094,83672000
2020-03-24,56.23166275024414,72468000
2020-03-25,54.81891632080078,90324000
2020-03-26,57.869327545166016,76562000
2020-03-27,55.24885940551758,62794000
2020-03-30,57.042781829833984,58736000
2020-03-31,57.82106018066406,65228000
2020-04-01,54.8427963256836,51970000
2020-04-02,55.58574676513672,56410000
2020-04-03,54.37503433227539,51374000
2020-04-06,58.87800598144531,63320000
2020-04-07,58.84665298461914,61620000
2020-04-08,60.06283950805664,40334000
2020-04-09,60.04144287109375,54028000
2020-04-13,60.23252868652344,38702000
2020-04-14,62.96049118041992,63358000
2020-04-15,62.56587219238281,42236000
2020-04-16,62.57233810424805,57896000
2020-04-17,63.64571380615234,51050000
2020-04-20,62.75746154785156,35292000
2020-04-21,60.319618225097656,49648000
2020-04-22,62.6211166381836,46296000
2020-04-23,63.25606918334961,34202000
2020-04-24,63.52628326416016,37402000
2020-04-27,63.24065017700195,44186000
2020-04-28,61.33625793457031,80700000
2020-04-29,66.78968048095703,108358000
2020-04-30,67.01460266113281,55842000
2020-05-01,65.55259704589844,48872000
2020-05-04,65.83026885986328,30806000
2020-05-05,67.13005065917969,39666000
2020-05-06,66.95140838623047,31732000
2020-05-07,68.13822937011719,30652000
2020-05-08,68.88764953613281,33326000
2020-05-11,69.84556579589844,32718000
2020-05-12,68.43183135986328,33918000
2020-05-13,67.09571075439453,40368000
2020-05-14,67.52018737792969,36660000
2020-05-15,68.32633209228516,41544000
2020-05-18,68.92945098876953,47094000
2020-05-19,68.39302062988281,31586000
2020-05-20,70.12274169921875,38262000
2020-05-21,70.00281524658203,30894000
2020-05-22,70.3257827758789,28544000
2020-05-26,70.73033905029297,44590000
2020-05-27,70.67610168457031,31684000
2020-05-28,70.5745849609375,35170000
2020-05-29,71.3349609375,37044000
2020-06-01,71.4021224975586,25162000
2020-06-02,71.7723617553711,23442000
2020-06-03,71.62008666992188,27732000
2020-06-04,70.37852478027344,26982000
2020-06-05,71.65840911865234,42642000
2020-06-08,72.0574951171875,33878000
2020-06-09,72.25853729248047,33624000
2020-06-10,72.88653564453125,31762000
2020-06-11,69.76148223876953,47144000
2020-06-12,70.30985260009766,36676000
2020-06-15,70.6989974975586,30468000
2020-06-16,71.97937774658203,30648000
2020-06-17,72.28141784667969,30610000
2020-06-18,71.36480712890625,34862000
2020-06-19,70.89306640625,52784000
2020-06-22,72.1878662109375,29442000
2020-06-23,72.85070037841797,37752000
2020-06-24,71.29415130615234,31592000
2020-06-25,71.71214294433594,23958000
2020-06-26,67.80284118652344,97640000
2020-06-29,69.5261001586914,45074000
2020-06-30,70.56513214111328,40286000
2020-07-01,71.7569351196289,42182000
2020-07-02,73.14678955078125,57218000
2020-07-06,74.62571716308594,44712000
2020-07-07,74.14153289794922,42364000
2020-07-08,74.82227325439453,31766000
2020-07-09,75.57170104980469,41836000
2020-07-10,76.5843505859375,35918000
2020-07-13,75.2517318725586,42954000
2020-07-14,75.68116760253906,38108000
2020-07-15,75.48312377929688,31026000
2020-07-16,75.3855972290039,26484000
2020-07-17,75.48162078857422,34264000
2020-07-20,77.8199462890625,30166000
2020-07-21,77.42582702636719,27486000
2020-07-22,77.87019348144531,24482000
2020-07-23,75.47665405273438,33910000
2020-07-24,75.05168914794922,29902000
2020-07-27,76.10763549804688,27124000
2020-07-28,74.82476806640625,30910000
2020-07-29,75.81303405761719,22676000
2020-07-30,76.5525131225586,36042000
2020-07-31,74.04350280761719,91468000
2020-08-03,73.78524017333984,45482000
2020-08-04,73.31449890136719,37212000
2020-08-05,73.60260772705078,29134000
2020-08-06,74.88945007324219,33306000
2020-08-07,74.5620346069336,27718000
2020-08-10,74.4848861694336,20546000
2020-08-11,73.67475891113281,31098000
2020-08-12,75.00341033935547,22512000
2020-08-13,75.4716796875,22388000
2020-08-14,74.87354278564453,21942000
2020-08-17,75.4512710571289,19990000
2020-08-18,77.41886138916016,28378000
2020-08-19,76.86302185058594,30472000
2020-08-20,78.4375,26382000
2020-08-21,78.4036636352539,34838000
2020-08-24,78.88037109375,25638000
2020-08-25,79.91045379638672,25150000
2020-08-26,81.81533813476562,52188000
2020-08-27,81.0385513305664,31350000
2020-08-28,81.58145904541016,22418000
2020-08-31,81.08882904052734,26422000
2020-09-01,82.3602294921875,22652000
2020-09-02,85.46090698242188,49522000
2020-09-03,81.08782958984375,63726000
2020-09-04,78.68431854248047,55850000
2020-09-08,75.81752014160156,54032000
2020-09-09,76.99340057373047,39242000
2020-09-10,75.9394302368164,33024000
2020-09-11,75.42738342285156,30706000
2020-09-14,75.08252716064453,42660000
2020-09-15,76.39077758789062,23042000
2020-09-16,75.24475860595703,22128000
2020-09-17,73.99822235107422,40008000
2020-09-18,72.20926666259766,63056000
2020-09-21,71.16675567626953,56908000
2020-09-22,72.64369201660156,33950000
2020-09-23,70.13419342041016,37726000
2020-09-24,70.80448150634766,34552000
2020-09-25,71.61063385009766,30326000
2020-09-28,72.5859603881836,30784000
2020-09-29,72.95222473144531,31816000
2020-09-30,72.93131256103516,40924000
2020-10-01,74.04100799560547,32884000
2020-10-02,72.4336929321289,31222000
2020-10-05,73.7887191772461,21602000
2020-10-06,72.20579528808594,26096000
2020-10-07,72.60985565185547,36108000
2020-10-08,73.8185806274414,26076000
2020-10-09,75.16314697265625,32966000
2020-10-12,77.85726165771484,55344000
